category,question,answer,source
Mastering,Dynamic range too compressed losing emotional impact on brass in trap mix,"Maximus-ийн band бүрийн ratio-г суллаж, 2-bus дээрх хэт лимитийг багасгаад оронд нь Fruity Waveshaper-ийг маш бага parallel mix дээр ашигла. Perceived loudness хадгалагдах ч macro dynamics дахин амь орж, эмоц дарагдахгүй, мөн Maximus output gain-ийг 2.3 dB алхмаар л өсгө.",Local generated FL Studio troubleshooting dataset
Mastering,Dynamic range too compressed losing emotional impact on electric guitar in rock mix,"Maximus-ийн band бүрийн ratio-г суллаж, 2-bus дээрх хэт лимитийг багасгаад оронд нь Fruity Waveshaper-ийг маш бага parallel mix дээр ашигла. Perceived loudness хадгалагдах ч macro dynamics дахин амь орж, эмоц дарагдахгүй, мөн Maximus output gain-ийг 2.4 dB алхмаар л өсгө.",Local generated FL Studio troubleshooting dataset
Mastering,Dynamic range too compressed losing emotional impact on electric guitar in trap mix,"Maximus-ийн band бүрийн ratio-г суллаж, 2-bus дээрх хэт лимитийг багасгаад оронд нь Fruity Waveshaper-ийг маш бага parallel mix дээр ашигла. Perceived loudness хадгалагдах ч macro dynamics дахин амь орж, эмоц дарагдахгүй, мөн Maximus output gain-ийг 1.6 dB алхмаар л өсгө, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа.",Local generated FL Studio troubleshooting dataset
Mastering,Dynamic range too compressed losing emotional impact on electric guitar in dubstep mix,"Maximus-ийн band бүрийн ratio-г суллаж, 2-bus дээрх хэт лимитийг багасгаад оронд нь Fruity Waveshaper-ийг маш бага parallel mix дээр ашигла. Perceived loudness хадгалагдах ч macro dynamics дахин амь орж, эмоц дарагдахгүй, мөн Wave Candy дээр crest gap-ийг ойролцоогоор 2.1 dB түвшинд ажигла.",Local generated FL Studio troubleshooting dataset
Mastering,Dynamic range too compressed losing emotional impact on electric guitar in metal mix,"Maximus-ийн band бүрийн ratio-г суллаж, 2-bus дээрх хэт лимитийг багасгаад оронд нь Fruity Waveshaper-ийг маш бага parallel mix дээр ашигла. Perceived loudness хадгалагдах ч macro dynamics дахин амь орж, эмоц дарагдахгүй, мөн Fruity Parametric EQ 2-оор 4 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ.",Local generated FL Studio troubleshooting dataset
Mastering,Dynamic range too compressed losing emotional impact on electric guitar in ambient mix,"Maximus-ийн band бүрийн ratio-г суллаж, 2-bus дээрх хэт лимитийг багасгаад оронд нь Fruity Waveshaper-ийг маш бага parallel mix дээр ашигла. Perceived loudness хадгалагдах ч macro dynamics дахин амь орж, эмоц дарагдахгүй, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа, мөн Wave Candy дээр crest gap-ийг ойролцоогоор 1.6 dB түвшинд ажигла.",Local generated FL Studio troubleshooting dataset
Mastering,Dynamic range too compressed losing emotional impact on electric guitar in electronic mix,"Maximus-ийн band бүрийн ratio-г суллаж, 2-bus дээрх хэт лимитийг багасгаад оронд нь Fruity Waveshaper-ийг маш бага parallel mix дээр ашигла. Perceived loudness хадгалагдах ч macro dynamics дахин амь орж, эмоц дарагдахгүй, мөн Fruity Parametric EQ 2-оор 6.8 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ.",Local generated FL Studio troubleshooting dataset
Mastering,Dynamic range too compressed losing emotional impact on electric guitar in r&b mix,"Maximus-ийн band бүрийн ratio-г суллаж, 2-bus дээрх хэт лимитийг багасгаад оронд нь Fruity Waveshaper-ийг маш бага parallel mix дээр ашигла. Perceived loudness хадгалагдах ч macro dynamics дахин амь орж, эмоц дарагдахгүй, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа, мөн Fruity Parametric EQ 2-оор 6.4 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ.",Local generated FL Studio troubleshooting dataset
Mastering,Dynamic range too compressed losing emotional impact on electric guitar in folk mix,"Maximus-ийн band бүрийн ratio-г суллаж, 2-bus дээрх хэт лимитийг багасгаад оронд нь Fruity Waveshaper-ийг маш бага parallel mix дээр ашигла. Perceived loudness хадгалагдах ч macro dynamics дахин амь орж, эмоц дарагдахгүй, мөн Maximus output gain-ийг 0.5 dB алхмаар л өсгө.",Local generated FL Studio troubleshooting dataset
Mastering,Dynamic range too compressed losing emotional impact on electric guitar in jazz mix,"Maximus-ийн band бүрийн ratio-г суллаж, 2-bus дээрх хэт лимитийг багасгаад оронд нь Fruity Waveshaper-ийг маш бага parallel mix дээр ашигла. Perceived loudness хадгалагдах ч macro dynamics дахин амь орж, эмоц дарагдахгүй, мөн Maximus output gain-ийг 1.1 dB алхмаар л өсгө, мөн Wave Candy дээр crest gap-ийг ойролцоогоор 1.6 dB түвшинд ажигла.",Local generated FL Studio troubleshooting dataset
Mastering,Dynamic range too compressed losing emotional impact on electric guitar in classical mix,"Maximus-ийн band бүрийн ratio-г суллаж, 2-bus дээрх хэт лимитийг багасгаад оронд нь Fruity Waveshaper-ийг маш бага parallel mix дээр ашигла. Perceived loudness хадгалагдах ч macro dynamics дахин амь орж, эмоц дарагдахгүй, мөн Maximus output gain-ийг 1.8 dB алхмаар л өсгө.",Local generated FL Studio troubleshooting dataset
Mastering,Dynamic range too compressed losing emotional impact on electric guitar in house mix,"Maximus-ийн band бүрийн ratio-г суллаж, 2-bus дээрх хэт лимитийг багасгаад оронд нь Fruity Waveshaper-ийг маш бага parallel mix дээр ашигла. Perceived loudness хадгалагдах ч macro dynamics дахин амь орж, эмоц дарагдахгүй, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа, мөн Maximus output gain-ийг 1.8 dB алхмаар л өсгө.",Local generated FL Studio troubleshooting dataset
Mastering,Dynamic range too compressed losing emotional impact on electric guitar in pop mix,"Maximus-ийн band бүрийн ratio-г суллаж, 2-bus дээрх хэт лимитийг багасгаад оронд нь Fruity Waveshaper-ийг маш бага parallel mix дээр ашигла. Perceived loudness хадгалагдах ч macro dynamics дахин амь орж, эмоц дарагдахгүй, мөн Maximus output gain-ийг 1.3 dB алхмаар л өсгө, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа.",Local generated FL Studio troubleshooting dataset
Mastering,Dynamic range too compressed losing emotional impact on hi-hats in classical mix,"Maximus-ийн band бүрийн ratio-г суллаж, 2-bus дээрх хэт лимитийг багасгаад оронд нь Fruity Waveshaper-ийг маш бага parallel mix дээр ашигла. Perceived loudness хадгалагдах ч macro dynamics дахин амь орж, эмоц дарагдахгүй, мөн Wave Candy дээр crest gap-ийг ойролцоогоор 1.9 dB түвшинд ажигла, мөн Fruity Parametric EQ 2-оор 3.6 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ.",Local generated FL Studio troubleshooting dataset
Mastering,Dynamic range too compressed losing emotional impact on hi-hats in dnb mix,"Maximus-ийн band бүрийн ratio-г суллаж, 2-bus дээрх хэт лимитийг багасгаад оронд нь Fruity Waveshaper-ийг маш бага parallel mix дээр ашигла. Perceived loudness хадгалагдах ч macro dynamics дахин амь орж, эмоц дарагдахгүй, мөн Fruity Parametric EQ 2-оор 3.2 kHz орчмын low-mid бөөгнөрлийг бага зэрэг цэвэрлэ.",Local generated FL Studio troubleshooting dataset
Mastering,Dynamic range too compressed losing emotional impact on hi-hats in electronic mix,"Maximus-ийн band бүрийн ratio-г суллаж, 2-bus дээрх хэт лимитийг багасгаад оронд нь Fruity Waveshaper-ийг маш бага parallel mix дээр ашигла. Perceived loudness хадгалагдах ч macro dynamics дахин амь орж, эмоц дарагдахгүй, мөн Maximus output gain-ийг 0.7 dB алхмаар л өсгө.",Local generated FL Studio troubleshooting dataset
Mastering,Dynamic range too compressed losing emotional impact on hi-hats in folk mix,"Maximus-ийн band бүрийн ratio-г суллаж, 2-bus дээрх хэт лимитийг багасгаад оронд нь Fruity Waveshaper-ийг маш бага parallel mix дээр ашигла. Perceived loudness хадгалагдах ч macro dynamics дахин амь орж, эмоц дарагдахгүй, мөн ceiling-т хүрэхээс өмнө Soft Clipper-ийн input-ийг бага зэрэг буцаа, мөн Maximus output gain-ийг 1.5 dB алхмаар л өсгө.",Local generated FL Studio troubleshooting dataset
